ENTREZID	SYMBOL	TXCHROM
11758	Prdx6	chr1
22164	Tnfsf4	chr1
240873	Tnfsf18	chr1
14103	Fasl	chr1
226551	Suco	chr1
75368	4930558K02Rik	chr1
67292	Pigc	chr1
103967	Dnm3	chr1
72753	2810442N19Rik	chr1
474332	Dnm3os	chr1
723821	Mir199a-2	chr1
387210	Mir214	chr1
71449	Eef1aknmt	chr1
53330	Vamp4	chr1
17926	Myoc	chr1
100038657	Myocos	chr1
226562	Prrc2c	chr1
226564	Fmo4	chr1
14261	Fmo1	chr1
55990	Fmo2	chr1
226565	Fmo6	chr1
14262	Fmo3	chr1
78258	Mroh9	chr1
18933	Prrx1	chr1
98376	Gorab	chr1
240879	Mettl11b	chr1
16579	Kifap3	chr1
240880	Scyl3	chr1
381306	BC055324	chr1
69962	Mettl18	chr1
20339	Sele	chr1
20343	Sell	chr1
20344	Selp	chr1
100503816	Gm16548	chr1
14067	F5	chr1
116914	Slc19a2	chr1
74895	Ccdc181	chr1
66352	Blzf1	chr1
171567	Nme7	chr1
11931	Atp1b1	chr1
56429	Dpt	chr1
433374	Gm20743	chr1
16963	Xcl1	chr1
69476	1700029M03Rik	NA
75857	4930568G15Rik	chr1
83993	Tbx19	chr1
108735	Sft2d2	chr1
226591	Tiprl	chr1
240888	Gpr161	chr1
74106	Dcaf6	chr1
70456	Mpc2	chr1
271639	Adcy10	chr1
68481	Mpzl1	chr1
100503268	Gm19622	NA
226594	Rcsd1	chr1
100503283	NA	NA
433375	Creg1	chr1
12503	Cd247	chr1
18986	Pou2f1	chr1
240892	Dusp27	chr1
59290	Gpa33	chr1
98558	Mael	chr1
100039795	Ildr2	chr1
100503318	Gm15853	NA
27878	Tada1	chr1
71592	Pogk	chr1
226601	Gm4846	chr1
226604	Gm4847	chr1
240894	Fmo9	chr1
100503962	Gm16701	chr1
226610	Fam78b	chr1
80914	Uck2	chr1
68944	Tmco1	chr1
100862084	NA	NA
56752	Aldh9a1	chr1
66447	Mgst3	chr1
240899	Lrrc52	chr1
100503977	NA	NA
20183	Rxrg	chr1
110648	Lmx1a	chr1
18514	Pbx1	chr1
66977	Nuf2	chr1
19737	Rgs5	chr1
100862094	NA	NA
19736	Rgs4	chr1
78465	Ccdc190	chr1
15490	Hsd17b7	chr1
67303	3110045C21Rik	chr1
18214	Ddr2	chr1
107652	Uap1	chr1
16589	Uhmk1	chr1
545378	Sh2d1b2	chr1
622708	Gm6345	chr1
26904	Sh2d1b1	chr1
665574	Gm7694	chr1
76925	Spata46	chr1
70729	Nos1ap	chr1
320078	Olfml2b	chr1
226641	Atf6	chr1
80915	Dusp12	chr1
435653	Fcrlb	chr1
98752	Fcrla	chr1
14130	Fcgr2b	chr1
246256	Fcgr4	chr1
14131	Fcgr3	chr1
75472	Cfap126	chr1
66052	Sdhc	chr1
17528	Mpz	chr1
66425	Pcp4l1	chr1
12355	Nr1i3	chr1
641376	Tomm40l	chr1
11807	Apoa2	chr1
14127	Fcer1g	chr1
226646	Ndufs2	chr1
240913	Adamts4	chr1
57370	B4galt3	chr1
19044	Ppox	chr1
30941	Usp21	chr1
66155	Ufc1	chr1
100862110	NA	NA
100504072	NA	NA
21945	Dedd	chr1
27045	Nit1	chr1
18637	Pfdn2	chr1
68874	Klhdc9	chr1
71740	Nectin4	chr1
226652	Arhgap30	chr1
22278	Usf1	chr1
226654	Tstd1	chr1
16456	F11r	chr1
56009	Alyref2	chr1
16429	Itln1	chr1
18106	Cd244a	chr1
17085	Ly9	chr1
75345	Slamf7	chr1
12506	Cd48	chr1
100041098	NA	NA
27218	Slamf1	chr1
12523	Cd84	chr1
100038548	Gm10521	NA
100862186	NA	NA
30925	Slamf6	chr1
93840	Vangl2	chr1
18071	Nhlh1	chr1
59287	Ncstn	chr1
12847	Copa	chr1
100504176	Gm20101	NA
19298	Pex19	chr1
98193	Dcaf8	chr1
18611	Pea15a	chr1
12372	Casq1	chr1
27222	Atp1a4	chr1
98660	Atp1a2	chr1
140559	Igsf8	chr1
16524	Kcnj9	chr1
16513	Kcnj10	chr1
67556	Pigm	chr1
100862199	NA	NA
98365	Slamf9	chr1
93842	Igsf9	chr1
21346	Tagln2	chr1
71870	Cfap45	chr1
71319	4933439K11Rik	chr1
240916	Vsig8	chr1
74748	Slamf8	chr1
677296	Fcrl6	chr1
68440	Dusp23	chr1
100040320	NA	NA
12944	Crp	chr1
20219	Apcs	chr1
18313	Olfr16	chr1
258759	Olfr1408	chr1
258758	Olfr1406	chr1
258880	Olfr218	chr1
258881	Olfr1404	chr1
14125	Fcer1a	chr1
258645	Olfr418	chr1
100504232	Mptx2	chr1
13349	Ackr1	chr1
94332	Cadm3	chr1
383619	Aim2	chr1
240921	NA	NA
545384	Ifi214	chr1
623121	Ifi213	chr1
236312	Ifi209	chr1
100033459	Ifi208	chr1
100504251	NA	NA
226691	Ifi207	chr1
15951	Ifi204	chr1
100504287	Ifi203-ps	NA
666028	Gm7897	NA
100040462	Mndal	chr1
381308	Ifi211	chr1
15950	Ifi203	chr1
26388	Ifi202b	chr1
226695	Ifi205	chr1
258712	Olfr433	chr1
258711	Olfr432	chr1
258713	Olfr430	chr1
258717	Olfr429	chr1
259162	Olfr427	chr1
404222	Olfr231	chr1
258716	Olfr424	chr1
258715	Olfr421-ps1	chr1
258302	Olfr420	chr1
20739	Spta1	chr1
258710	Olfr419	chr1
66289	Mptx1	chr1
258238	Olfr417	chr1
258709	Olfr248	chr1
258756	Olfr414	chr1
546747	Olfr220	chr1
54418	Fmn2	chr1
23893	Grem2	chr1
24012	Rgs7	chr1
14194	Fh1	chr1
98256	Kmo	chr1
13603	Opn3	chr1
12663	Chml	chr1
75820	Wdr64	chr1
26909	Exo1	chr1
319455	Pld5	chr1
545389	Cep170	chr1
723921	Mir350	chr1
76816	Sdccag8	chr1
15365	Hmga2-ps1	NA
23797	Akt3	chr1
30928	Zbtb18	chr1
75589	2310043L19Rik	chr1
69428	1700016C15Rik	chr1
11566	Adss	chr1
631584	Catspere1	chr1
545391	Catspere2	chr1
78825	Desi2	chr1
791357	Gm9982	NA
75164	4930527J03Rik	NA
666295	NA	NA
320110	B230369F24Rik	NA
66359	Cox20	chr1
51810	Hnrnpu	chr1
68226	Efcab2	chr1
269152	Kif26b	chr1
69726	Smyd3	chr1
15278	Tfb2m	chr1
226744	Cnst	chr1
109232	Sccpdh	chr1
226747	Ahctf1	chr1
100503705	NA	NA
226751	Cdc42bpa	chr1
67426	Coq8a	chr1
19165	Psen2	chr1
277333	Gm5069	chr1
320404	Itpkb	chr1
381310	Stum	chr1
11545	Parp1	chr1
72568	Lin9	chr1
27217	Mixl1	chr1
170760	Acbd3	chr1
100504581	Gm17275	NA
15078	H3f3a	chr1
208768	Sde2	chr1
100504598	NA	NA
320202	Lefty2	chr1
100862334	NA	NA
69051	Pycr2	chr1
13590	Lefty1	chr1
208795	Tmem63a	chr1
13849	Ephx1	chr1
619326	9130409I23Rik	chr1
67459	Nvl	chr1
98417	Cnih4	chr1
226757	Wdr26	chr1
329307	A430110L20Rik	NA
72978	Cnih3	chr1
403180	Ccdc121	chr1
240960	Dnah14	NA
98386	Lbr	chr1
433384	Gm5533	NA
13800	Enah	chr1
27058	Srp9	chr1
625823	Vmn1r1	chr1
13244	Degs1	chr1
67330	1700047M11Rik	chr1
67948	Fbxo28	chr1
209456	Trp53bp2	chr1
12334	Capn2	chr1
170725	Capn8	chr1
433386	Ccdc185	chr1
96935	Susd4	chr1
53791	Tlr5	chr1
68897	Disp1	chr1
71678	Brox	chr1
108909	Aida	chr1
338366	Mia3	chr1
21339	Taf1a	chr1
78772	Hhipl2	chr1
73363	1700056E22Rik	chr1
63953	Dusp10	chr1
73590	1700112H15Rik	chr1
74971	4930488B22Rik	chr1
15284	Hlx	chr1
66112	Mtarc1	chr1
67247	Mtarc2	chr1
100316821	Mir1981	chr1
226777	C130074G19Rik	chr1
226778	Mark1	chr1
98732	Rab3gap2	chr1
100217449	Snora36b	chr1
381314	Iars2	chr1
387189	Mir194-1	chr1
387211	Mir215	chr1
23827	Bpnt1	chr1
107508	Eprs	chr1
319562	9630028B13Rik	chr1
100039138	Gm2061	chr1
226781	Slc30a10	chr1
114668	5033404E19Rik	chr1
226791	Lyplal1	chr1
21808	Tgfb2	chr1
67223	Rrp15	chr1
110957	D1Pas1	chr1
74717	Spata17	chr1
69308	1700007P06Rik	chr1
67769	Gpatch2	chr1
100862400	Gm37254	NA
26381	Esrrg	chr1
320272	9330162B11Rik	chr1
22283	Ush2a	chr1
226823	Kctd3	chr1
16526	Kcnk2	chr1
100042424	Pdcd5-ps	NA
100039307	NA	NA
108000	Cenpf	chr1
19250	Ptpn14	chr1
226830	Smyd2	chr1
19130	Prox1	chr1
100504619	NA	NA
320119	Rps6kc1	chr1
52477	Angel2	chr1
226841	Vash2	chr1
226844	Flvcr1	chr1
100125339	A230020J21Rik	chr1
75558	Spata45	chr1
68972	Tatdn3	chr1
381318	Nsl1	chr1
381319	Batf3	chr1
619288	Garin4	chr1
11910	Atf3	chr1
100504360	D730003I15Rik	chr1
100861628	NA	NA
66208	Nenf	chr1
66950	Pacc1	chr1
226849	Ppp2r5a	chr1
100504379	Gm20201	NA
76843	Dtl	chr1
77065	Ints7	chr1
226856	Lpgat1	chr1
18005	Nek2	chr1
98736	1700034H15Rik	chr1
22782	Slc30a1	chr1
74023	Rd3	chr1
22033	Traf5	chr1
100628582	Mir3473c	chr1
100042625	Gstp-ps	NA
214742	Rcor3	chr1
100038712	Gm10516	chr1
16510	Kcnh1	chr1
226861	Hhat	chr1
320952	A730013G03Rik	chr1
73455	1700065J18Rik	chr1
214791	Sertad4	chr1
100503471	Gm15867	chr1
329324	Syt14	chr1
215193	Utp25	chr1
54139	Irf6	chr1
319266	A130010J15Rik	chr1
215243	Traf3ip3	chr1
15483	Hsd11b1	chr1
14373	G0s2	chr1
100503531	NA	NA
16780	Lamb3	chr1
215303	Camk1g	chr1
387201	Mir205	chr1
74942	4930503O07Rik	chr1
18845	Plxna2	chr1
100628615	Mir3962	chr1
12490	Cd34	chr1
320400	Gm16897	chr1
320977	A330023F24Rik	chr1
723963	Mir29b-2	chr1
387224	Mir29c	chr1
17221	Cd46	chr1
12946	Cr1l	chr1
12902	Cr2	chr1
215728	9230019H11Rik	chr10
619314	B020014A21Rik	chr10
670558	H60c	chr10
76142	Ppp1r14c	chr10
70337	Iyd	chr10
213783	Plekhg1	chr10
270685	Mthfd1l	chr10
83397	Akap12	chr10
381990	Zbtb2	chr10
66084	Rmnd1	chr10
73419	Armt1	chr10
100504234	Ccdc170	chr10
13982	Esr1	chr10
64009	Syne1	chr10
68632	Myct1	chr10
22353	Vip	chr10
67141	Fbxo5	chr10
108853	Mtrf1l	chr10
56533	Rgs17	chr10
100041224	Gm3213	NA
18390	Oprm1	chr10
320495	Ipcef1	chr10
215748	Cnksr3	chr10
77777	Ulbp1	chr10
237253	Lrp11	chr10
18537	Pcmt1	chr10
320642	A630066F11Rik	NA
69912	Nup43	chr10
407824	NA	NA
16798	Lats1	chr10
23924	Katna1	chr10
215751	Ginm1	chr10
100503695	NA	NA
67418	Ppil4	chr10
237256	Zc3h12d	chr10
100628581	Mir5104	chr10
68652	Tab2	chr10
338362	Ust	chr10
70097	Sash1	chr10
791352	Gm9930	NA
320825	Samd5	chr10
620417	Gm6150	chr10
78808	Stxbp5	chr10
215772	Adgb	chr10
67844	Rab32	chr10
382450	Gm5177	chr10
14816	Grm1	chr10
78056	4930567K20Rik	chr10
268281	Shprh	chr10
71865	Fbxo30	chr10
13853	Epm2a	chr10
22288	Utrn	chr10
320273	B230208H11Rik	chr10
74732	Stx11	chr10
66125	Sf3b5	chr10
22634	Plagl1	chr10
100862331	NA	NA
75122	Zc2hc1b	chr10
353258	Ltv1	chr10
215789	Phactr2	chr10
66848	Fuca2	chr10
56535	Pex3	chr10
66757	Adat2	chr10
66253	Aig1	chr10
15273	Hivep2	chr10
100504211	NA	NA
215798	Adgrg6	chr10
100039571	Gm10335	NA
66201	Vta1	chr10
69412	1700016L04Rik	chr10
76743	Gje1	chr10
18101	Nmbr	chr10
100504235	Gm20125	chr10
17684	Cited2	chr10
378431	Txlnb	chr10
380629	Heca	chr10
73112	Abracl	chr10
19707	Reps1	chr10
100045792	Ect2l	chr10
215814	Ccdc28a	chr10
215819	Nhsl1	chr10
56016	Hebp2	chr10
215821	Arfgef3	chr10
237300	Gm4922	chr10
73968	4930444F02Rik	chr10
64058	Perp	chr10
21929	Tnfaip3	chr10
100504265	Gm20139	chr10
94222	Olig3	chr10
15979	Ifngr1	chr10
237310	Il22ra2	chr10
237313	Il20ra	chr10
76157	Slc35d3	chr10
18634	Pex7	chr10
26408	Map3k5	chr10
17761	Map7	chr10
73811	4930405J17Rik	chr10
621697	Rpl32l	chr10
72567	Bclaf1	chr10
71804	Mtfr2	chr10
29863	Pde7b	chr10
52906	Ahi1	chr10
100038717	Gm10826	NA
100504283	Gm20149	NA
17863	Myb	chr10
56422	Hbs1l	chr10
73990	4930455C13Rik	chr10
237320	Aldh8a1	chr10
76924	1700021A07Rik	NA
67692	1700020N01Rik	chr10
432436	Gm5420	chr10
20393	Sgk1	chr10
114671	Semp2l2b	chr10
319887	E030030I06Rik	chr10
379043	Raet1e	chr10
667281	H60b	chr10
606736	C920009B18Rik	chr10
56554	Raet1d	chr10
100038752	Gm10825	chr10
353169	Slc2a12	chr10
237336	Tbpl1	chr10
100504411	NA	NA
100038582	Gm10824	NA
21412	Tcf21	chr10
14051	Eya4	chr10
20042	Rps12	chr10
100529074	Snora33	chr10
100529075	Snord100	chr10
76306	Slc18b1	chr10
26464	Vnn3	chr10
22361	Vnn1	chr10
111174	Taar1	chr10
209512	Taar2	chr10
493809	Taar3	chr10
209513	Taar4	chr10
215854	Taar5	chr10
215855	Taar6	chr10
215856	Taar7a	chr10
209517	Taar7b	chr10
435206	Taar7d	chr10
276742	Taar7e	chr10
435207	Taar7f	chr10
215859	Taar8a	chr10
382348	Taar8b	chr10
494546	Taar8c	chr10
503558	Taar9	chr10
53331	Stx7	chr10
100862153	NA	NA
59012	Moxd1	chr10
14219	Ccn2	chr10
18605	Enpp1	chr10
209558	Enpp3	chr10
70208	Med23	chr10
11846	Arg1	chr10
432442	Akap7	chr10
13822	Epb41l2	chr10
100504474	Smlr1	chr10
73803	4930401C15Rik	chr10
215866	Gm29673	NA
77220	Tmem200a	chr10
100040851	Gm9767	chr10
268288	Samd3	chr10
237339	L3mbtl3	chr10
667572	Gm8709	chr10
73910	Arhgap18	chr10
16773	Lama2	chr10
100040961	Gm10145	NA
19272	Ptprk	chr10
210757	Themis	chr10
100504516	Gm20262	NA
114676	4930519F09Rik	NA
67719	2310057J18Rik	chr10
67412	Soga3	chr10
212448	9330159F19Rik	chr10
52665	Echdc1	chr10
68031	Rnf146	chr10
72780	Rspo3	chr10
100504540	Gm20276	NA
66311	Cenpw	chr10
73681	Trmt11	chr10
100504586	Gm20300	chr10
66847	Hint3	chr10
211329	Ncoa7	chr10
15214	Hey2	chr10
69692	Hddc2	chr10
21987	Tpd52l1	chr10
100041294	Supt4b	chr10
268291	Rnf217	chr10
432450	Nkain2	chr10
76757	Trdn	chr10
442820	D830005E20Rik	chr10
100862254	NA	NA
215890	Clvs2	chr10
215895	Sult3a2	chr10
57430	Sult3a1	chr10
212892	Rsph4a	chr10
72580	Zup1	chr10
414093	A830082N09Rik	chr10
66521	Rwdd1	chr10
692132	Trappc3l	chr10
270711	Calhm4	chr10
103511	Calhm5	chr10
215900	Calhm6	chr10
212898	Dse	chr10
22110	Tspyl1	chr10
72480	Tspyl4	chr10
319638	Nt5dc1	chr10
12813	Col10a1	chr10
14302	Frk	chr10
100041585	Amd2	chr10
319415	Hs3st5	chr10
15182	Hdac2	chr10
17118	Marcks	chr10
215919	Rfpl4b	chr10
16775	Lama4	chr10
66337	Fam229b	chr10
71924	Tube1	chr10
327743	Ccn6	chr10
14360	Fyn	chr10
100504626	Gm16364	chr10
103213	Traf3ip2	chr10
327744	E130307A14Rik	chr10
19714	Rev3l	chr10
100504659	NA	NA
213332	Mfsd4b4	chr10
75299	4930547M16Rik	NA
72045	Mfsd4b2	chr10
100041085	Mfsd4b3-ps	chr10
215928	Mfsd4b5	chr10
215929	Mfsd4b1	chr10
72472	Slc16a10	chr10
67239	Rpf2	chr10
67371	Gtf3c6	chr10
19850	Snord3a	chr10
11702	Amd1	chr10
78334	Cdk19	chr10
70840	Slc22a16	chr10
70503	Ddo	chr10
327747	Mettl24	chr10
71713	Cdc40	chr10
83767	Wasf1	chr10
100504721	NA	NA
140741	Gpr6	chr10
103199	Fig4	chr10
633979	Ak9	chr10
268294	Zbtb24	chr10
171580	Mical1	chr10
20598	Smpd2	chr10
73075	Ppil6	chr10
53599	Cd164	chr10
75973	Ccdc162	chr10
70538	5730435O14Rik	chr10
629461	NA	NA
100628609	Mir3473b	NA
103268	Cep57l1	chr10
140742	Sesn1	chr10
213402	Armc2	chr10
624784	Tdg-ps2	chr10
56484	Foxo3	chr10
215951	Afg1l	chr10
666540	Gm15197	NA
54198	Snx3	chr10
21907	Nr2e1	chr10
14628	Ostm1	chr10
140740	Sec63	chr10
268297	Scml4	chr10
109205	Sobp	chr10
74530	9030612E09Rik	chr10
71365	Pdss2	chr10
331623	Bend3	chr10
67851	Mtres1	chr10
100862325	NA	NA
12484	Cd24a	chr10
414125	F930017D23Rik	chr10
69443	1700027J07Rik	chr10
76563	Qrsl1	chr10
170728	Rtn4ip1	chr10
11630	Crybg1	chr10
70365	Speer5-ps1	chr10
11793	Atg5	chr10
100316688	Mir1929	chr10
12142	Prdm1	chr10
19072	Prep	chr10
78977	Popdc3	chr10
23828	Bves	chr10
380669	Lin28b	chr10
209462	Hace1	chr10
320363	D030045P18Rik	chr10
100418235	NA	NA
14806	Grik2	chr10
100504076	NA	NA
77987	Ascc3	chr10
20464	Sim1	chr10
14727	Lilrb4b	chr10
14728	Lilrb4a	chr10
77296	Fam162b	chr10
210198	Gprc6a	chr10
320995	Rfx6	chr10
71090	4933411G06Rik	chr10
215031	Vgll2	chr10
19886	Ros1	chr10
66686	Dcbld1	chr10
94221	Gopc	chr10
66650	Nepn	chr10
52014	Nus1	chr10
629689	NA	NA
22639	Zfa-ps	chr10
215085	Slc35f1	chr10
100862347	NA	NA
100038725	Cep85l	chr10
100502820	Gm19395	chr10
18821	Pln	chr10
432460	Tmem229b-ps	NA
100502868	Gm20597	chr10
71567	Mcm9	chr10
66403	Asf1a	chr10
100042554	Gm3902	NA
75906	Fam184a	chr10
17155	Man1a	chr10
100502920	Gm16998	chr10
544696	Tbc1d32	chr10
73390	Msl3l2	chr10
14609	Gja1	chr10
100862378	NA	NA
791298	Gm9956	NA
74928	4930467K11Rik	chr10
15500	Hsf2	chr10
56442	Serinc1	chr10
18768	Pkib	chr10
12140	Fabp7	chr10
100502970	NA	NA
57319	Smpdl3a	chr10
100504180	LOC100504180	NA
74399	Duxf3	NA
245263	Gm4981	chr10
791309	Gm9919	NA
70297	Gcc2	chr10
110829	Lims1	chr10
19386	Ranbp2	chr10
76138	Ccdc138	chr10
13608	Edar	chr10
103505	BB019430	chr10
237353	Sh3rf3	chr10
103080	Septin10	chr10
268301	Sowahc	chr10
18451	P4ha1	chr10
69836	Pla2g12b	chr10
18302	Oit3	chr10
215999	Mcu	chr10
216001	Micu1	chr10
56709	Dnajb12	chr10
100503588	Gm19785	NA
74747	Ddit4	chr10
52717	Anapc16	chr10
69090	Ascc1	chr10
94214	Spock2	chr10
53374	Chst3	chr10
19156	Psap	chr10
22295	Cdh23	chr10
74048	Vsir	chr10
100302688	Gm17455	chr10
71279	Slc29a3	chr10
107449	Unc5b	chr10
100503834	Gm19916	NA
73616	Pldi	chr10
327760	Gm20611	chr10
13180	Pcbd1	chr10
20397	Sgpl1	chr10
65971	Tbata	chr10
237360	Adamts14	chr10
100862379	NA	NA
18646	Prf1	chr10
27355	Pald1	chr10
18119	Nodal	chr10
13688	Eif4ebp2	chr10
100503821	NA	NA
216011	Lrrc20	chr10
237362	Npffr1	chr10
67895	Ppa1	chr10
20224	Sar1a	chr10
71767	Tysnd1	chr10
71361	Aifm2	chr10
404634	Macroh2a2	chr10
100628583	Mir5108	chr10
12817	Col13a1	chr10
432466	Gm5424	chr2
69894	Fam241b	chr10
11925	Neurog3	chr10
70423	Tspan15	chr10
21337	Tacr2	chr10
15275	Hk1	chr10
70162	Hk1os	chr10
216019	Hkdc1	chr10
338359	Supv3l1	chr10
74706	4930507D05Rik	chr10
30930	Vps26a	chr10
19073	Srgn	chr10
72320	Kifbp	chr10
56200	Ddx21	chr10
100862011	NA	NA
94213	Ddx50	chr10
216021	Stox1	chr10
67500	Ccar1	chr10
100217463	Snord98	chr10
52463	Tet1	chr10
73132	Slc25a16	chr10
327762	Dna2	chr10
70432	Rufy2	chr10
432467	Hnrnph3	chr10
67307	Pbld2	chr10
68371	Pbld1	chr10
53404	Atoh7	chr10
68802	Mypn	chr10
641387	1700120B22Rik	NA
67345	Herc4	chr10
100502721	Gm19337	NA
93759	Sirt1	chr10
30045	Dnajc12	chr10
216033	Ctnna3	chr10
791346	Gm10118	NA
216028	Lrrtm3	chr10
100502808	Gm19386	NA
69433	1700023F02Rik	chr10
28193	Reep3	chr10
108829	Jmjd1c	chr10
641340	Nrbf2	chr10
13654	Egr2	chr10
211488	Ado	chr10
100038508	Gm10797	NA
216049	Zfp365	chr10
170799	Rtkn2	chr10
71371	Arid5b	chr10
100503521	NA	NA
75148	4930545H06Rik	chr10
73287	Cabcoco1	chr10
327766	Tmem26	chr10
69288	Rhobtb1	chr10
320700	A930033H14Rik	chr10
12534	Cdk1	chr10
11735	Ank3	chr10
76551	Ccdc6	chr10
69563	Mrln	chr10
66859	Slc16a9	chr10
71721	Fam13c	chr10
70911	Phyhipl	chr10
319646	D630013N20Rik	chr10
83675	Bicc1	chr10
319572	C730027H18Rik	chr10
21780	Tfam	chr10
216080	Ube2d1	chr10
52637	Cisd1	chr10
69718	Ipmk	chr10
622812	Gm6362	NA
108950	1700049L16Rik	chr10
100040505	Gm9923	NA
52696	Zwint	chr10
327768	A330049N07Rik	chr10
100861952	NA	NA
11994	Pcdh15	chr10
71236	Rsph14	chr10
14687	Gnaz	chr10
76877	Rab36	chr10
110279	Bcr	chr10
74392	Specc1l	chr10
11540	Adora2a	chr10
544707	Gm5779	chr10
103149	Upb1	chr10
71125	4933407G14Rik	NA
68778	Gucd1	chr10
67332	Snrpd3	chr10
192734	Lrrc75b	chr10
14598	Ggt1	chr10
23887	Ggt5	chr10
100503432	Gm19688	NA
71733	Susd2	chr10
104248	Cabin1	chr10
13202	Ddt	chr10
103140	Gstt3	chr10
14871	Gstt1	chr10
75886	Gstt4	chr10
14872	Gstt2	chr10
17319	Mif	chr10
70377	Derl3	chr10
20587	Smarcb1	chr10
100861975	NA	NA
17385	Mmp11	chr10
103172	Chchd10	chr10
333670	Gm867	chr10
22364	Vpreb3	chr10
333669	Gm5134	chr10
64453	Zfp280b	chr10
64454	Slc5a4b	chr10
64452	Slc5a4a	chr10
15468	Prmt2	chr10
751554	Mir678	chr10
20203	S100b	chr10
64451	Dip2a	chr10
18541	Pcnt	chr10
67523	1700094J05Rik	chr10
76964	2610028H24Rik	chr10
216119	Ybey	chr10
54387	Mcm3ap	chr10
16987	Lss	chr10
74953	4930483K19Rik	chr10
76573	Spatc1l	chr10
14317	Ftcd	chr10
12834	Col6a2	chr10
100861980	NA	NA
12833	Col6a1	chr10
59093	Pcbp3	chr10
100038479	Gm10787	chr10
20509	Slc19a1	chr10
12822	Col18a1	chr10
100169878	Gm10941	chr10
80294	Pofut2	chr10
110532	Adarb1	chr10
100045653	Gm17769	NA
108707	Fam207a	chr10
16414	Itgb2	chr10
108705	Pttg1ip	chr10
20610	Sumo3	chr10
22213	Ube2g2	chr10
100316811	Mir1930	chr10
100502831	Gm19402	chr10
670895	Gm9508	chr10
16697	Gm10272	chr10
100009614	Gm10024	chr10
100502921	Gm10142	chr10
16694	Krtap12-1	chr10
100502953	Gm10100	chr10
77763	Gm9736	chr10
100041250	Gm3233	chr10
100041261	Gm3238	chr10
634517	NA	NA
100041281	Gm3250	chr10
634504	Gm7137	NA
675294	Gm9639	chr10
100503388	Gm19668	chr10
670880	Gm9507	chr10
100040299	Gm2696	chr10
100191037	Krtap10-4	chr10
544710	Krtap10-10	chr10
622629	Gm10318	chr10
100041351	Gm3285	chr10
252974	Tspear	chr10
75188	1700009J07Rik	chr10
237387	Lrrc3	chr10
28240	Trpm2	chr10
67884	Cfap410	chr10
18641	Pfkl	chr10
11634	Aire	chr10
54427	Dnmt3l	chr10
50723	Icosl	chr10
100503488	NA	NA
28295	Gatd3a	chr10
110816	Pwp2	chr10
216131	Trappc10	chr10
28169	Agpat3	chr10
18114	Rrp1	chr10
13014	Cstb	chr10
216134	Pdxk	chr10
791283	Gm9978	NA
258224	Olfr1358	chr10
216136	Ilvbl	chr10
71709	Syde1	chr10
257883	Olfr1357	chr10
12365	Casp14	chr10
70976	Ccdc105	chr10
20513	Slc1a6	chr10
258305	Olfr1356	chr10
257734	Olfr1355	chr10
259163	Olfr1354	chr10
18372	Olfr8	chr10
259044	Olfr1353	chr10
259074	Olfr1352	chr10
259042	Olfr1351	chr10
18357	Olfr57	chr10
72128	2610008E11Rik	chr10
624765	Vmn2r80	chr10
216144	Vmn2r81	chr10
624845	Vmn2r82	chr10
625029	Vmn2r83	chr10
50784	Plpp2	chr10
70427	Mier2	chr10
21830	Theg	chr10
237397	C2cd4c	chr10
216148	Shc2	chr10
100503607	BB319198	NA
382384	Odf3l2	chr10
17123	Madcam1	chr10
110012	Tpgs1	chr10
216150	Cdc34	chr10
16904	Gzmm	chr10
12215	Bsg	chr10
15166	Hcn2	chr10
216151	Polrmt	chr10
67112	Fgf22	chr10
70294	Rnf126	chr10
83554	Fstl3	chr10
73106	Prss57	chr10
100503626	NA	NA
18483	Palm	chr10
78906	Misp	chr10
414101	E130317F20Rik	chr10
19205	Ptbp1	chr10
216152	Plppr3	chr10
19152	Prtn3	chr10
50701	Elane	chr10
100503642	NA	NA
11537	Cfd	chr10
216154	Med16	chr10
100862144	NA	NA
109284	R3hdm4	chr10
114229	Kiss1r	chr10
13496	Arid3a	chr10
216156	Wdr18	chr10
170483	Grin3b	chr10
216157	Tmem259	chr10
12798	Cnn2	chr10
27403	Abca7	chr10
70719	Arhgap45	chr10
66420	Polr2e	chr10
625249	Gpx4	chr10
216161	Sbno2	chr10
20869	Stk11	chr10
100503659	Cbarp	chr10
66043	Atp5d	chr10
100862154	NA	NA
59090	Midn	chr10
12696	Cirbp	chr10
69770	Fam174c	chr10
13637	Efna2	chr10
68114	Pwwp3a	chr10
75406	Ndufs7	chr10
14431	Gamt	chr10
70248	Dazap1	chr10
103232	Gm15122	NA
20054	Rps15	chr10
23805	Apc2	chr10
66374	2310011J03Rik	chr10
18551	Pcsk4	chr10
70335	Reep6	chr10
66548	Adamtsl5	chr10
216166	Plk5	chr10
237400	Mex3d	chr10
17192	Mbd3	chr10
100503758	Gm19876	NA
66594	Uqcr11	chr10
21423	Tcf3	chr10
246086	Onecut3	chr10
67331	Atp8b3	chr10
66932	Rexo1	chr10
118445	Klf16	chr10
216169	Abhd17a	chr10
100113398	Adat3	chr10
100862189	NA	NA
56214	Scamp4	chr10
103236	Csnk1g2	chr10
208198	Btbd2	chr10
17347	Mknk2	chr10
208228	Mob3a	chr10
71564	Izumo4	chr10
11776	Ap3d1	chr10
208266	Dot1l	chr10
78670	Plekhj1	chr10
20222	Sf3a2	chr10
11705	Amh	chr10
71912	Jsrp1	chr10
18245	Oaz1	chr10
100316778	Mir1982	chr10
